1 | ('Nama', {'"nama" p2 sg': True})
48 | ('hne', {'"hne" cnjcoo': True})
49 | ('Zai', {'"Zai" np': True})
50 | ('ahe', {'"ahe" n': True})
51 | ('ama', {'"ama" p3 pl': False, '"ama" agr p3 pl': True, ';\t"ama" p3 pl': True})
52 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
53 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" ben': True})
54 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
55 | ('hmung', {'"hmung" v': True})
56 | ('.', {'"." sent': True})
57 | ('haatiytie', {'"haatiytie" n': True})
58 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
59 | ('caauv', {'"caauv" n': True})
60 | ('kha', {'"kha" dem': True})
61 | ('apacuvtuv', {'"apacuvtuv" n': True})
62 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
63 | ('ama', {'"ama" p3 pl': False, '"ama" agr p3 pl': True, ';\t"ama" p3 pl': True})
64 | ('pi', {'"pi" v': True})
65 | ('aa', {'"aa" n': False, '"aa" irr': True, ';\t"aa" n': True})
66 | ('.', {'"." sent': True})
67 | ('capaapaa', {'"capaapaa" n': True})
68 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
69 | ('haatiyta', {'"haatiyta" n': True})
70 | ('kha', {'"kha" dem': True})
71 | ('bawlung', {'"bawlung" n': True})
72 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
73 | ('thaw', {'"thaw" v': True})
74 | ('.', {'"." sent': True})
75 | ('canungnung', {'"canungnung" n': True})
76 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
77 | ('muomuo', {'"muomuo" n': True})
78 | ('kha', {'"kha" dem': True})
79 | ('apacuvtuv', {'"apacuvtuv" n': True})
80 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
81 | ('pi', {'"pi" v': True})
82 | ('.', {'"." sent': True})
83 | ('capaapaa', {'"capaapaa" n': True})
84 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
85 | ('canungnung', {'"canungnung" n': True})
86 | ('kha', {'"kha" dem': True})
87 | ('aruo', {'"aruo" n': True})
88 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
89 | ('zaa', {'"zaa" v': True, '"a" mid': False, ';\t"a" mid': True})
90 | ('.', {'"." sent': True})
91 | ('uv', {'"uv" n': True})
92 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
93 | ('ziekuo', {'"ziekuo" n': True})
94 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
95 | ('cade', {'"cade" v': True})
96 | ('.', {'"." sent': True})
97 | ('ma', {'"ma" qp': False, '"ma" det def': True, ';\t"ma" qp': True})
98 | ('ziekuo', {'"ziekuo" n': True})
99 | ('hing', {'"hing" dem': True, '"hing" det dem': False, ';\t"hing" det dem': True})
100 | ('uv', {'"uv" n': True})
101 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
102 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
103 | ('cade', {'"cade" v': True})
104 | ('.', {'"." sent': True})
105 | ('ma', {'"ma" qp': False, '"ma" det def': True, ';\t"ma" qp': True})
106 | ('phietla', {'"phietla" n': True})
107 | ('hing', {'"hing" dem': True, '"hing" det dem': False, ';\t"hing" det dem': True})
108 | ('ta', {'"ta" v': False, '"ta" inst': True, '"ta" agt': False, ';\t"ta" v': True, ';\t"ta" agt': True})
109 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
110 | ('muomuo', {'"muomuo" n': True})
111 | ('i', {'"i" agr p1 sg': True})
112 | ('baa', {'"baa" v': True})
113 | ('.', {'"." sent': True})
114 | ('ing', {'"ing" n': True})
115 | ('lie', {'"lie" v': False, '"lie" loc post': True, ';\t"lie" v': True})
116 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
117 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
118 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
119 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
120 | ('.', {'"." sent': True})
121 | ('ma', {'"ma" qp': False, '"ma" det def': True, ';\t"ma" qp': True})
122 | ('ahe', {'"ahe" n': True})
123 | ('thyihning', {'"hning" num': True})
124 | ('hue', {'"hue" dem': True})
125 | ('ama', {'"ama" p3 pl': False, '"ama" agr p3 pl': True, ';\t"ama" p3 pl': True})
126 | ('thlung', {'"thlung" adj': True})
127 | ('sa', {'"sa" n': False, '"sa" adv': False, '"sa" emph': True, ';\t"sa" n': True, ';\t"sa" adv': True})
128 | ('.', {'"." sent': True})
129 | ('caauv', {'"caauv" n': True})
130 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
131 | ('cabya', {'"cabya" n': True})
132 | ('hnangkaa', {'"hnangkaa" nrel': True})
133 | ('lie', {'"lie" v': False, '"lie" loc post': True, ';\t"lie" v': True})
134 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
135 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
136 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
137 | ('.', {'"." sent': True})
138 | ('capaapaa', {'"capaapaa" n': True})
139 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
140 | ('ing', {'"ing" n': True})
141 | ('hne', {'"hne" cnjcoo': True})
142 | ('bienaing', {'"bienaing" n': True})
143 | ('alalalie', {'"alalalie" nrel': True})
144 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
145 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
146 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
147 | ('.', {'"." sent': True})
148 | ('uv', {'"uv" n': True})
149 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
150 | ('caava', {'"caava" n': True})
151 | ('athaa', {'"athaa" nrel': True})
152 | ('luo', {'"luo" v': False, '"luo" loc post': True, ';\t"luo" v': True})
153 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
154 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
155 | ('ruo', {'"ruo" v': True, '"ruo" n': False, ';\t"ruo" n': True})
156 | ('.', {'"." sent': True})
157 | ('capaapaa', {'"capaapaa" n': True})
158 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
159 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
160 | ('raw', {'"raw" nrel': True})
161 | ('luo', {'"luo" v': False, '"luo" loc post': True, ';\t"luo" v': True})
162 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
163 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
164 | ('mang', {'"mang" v': True})
165 | ('.', {'"." sent': True})
166 | ('avuochaning', {'"avuochaning" adv': True})
167 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
168 | ('sapaw', {'"sapaw" n': True})
169 | ('i', {'"i" agr p1 sg': True})
170 | ('ning', {'"ning" v': True, '"ning" n': False, ';\t"ning" n': True})
171 | ('.', {'"." sent': True})
172 | ('sapaw', {'"sapaw" n': True})
173 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
174 | ('i', {'"i" agr p1 sg': True})
175 | ('ning', {'"ning" v': True, '"ning" n': False, ';\t"ning" n': True})
176 | ('aa', {'"aa" n': False, '"aa" irr': True, ';\t"aa" n': True})
177 | ('.', {'"." sent': True})
178 | ('caauv', {'"caauv" n': True})
179 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
180 | ('i', {'"i" agr p1 sg': True})
181 | ('ri', {'"ri" v': True})
182 | ('taw', {'"taw" v': False, '"taw" n': False, '"taw" pst hab asp': True, ';\t"taw" v': True, ';\t"taw" n': True})
183 | ('.', {'"." sent': True})
184 | ('haatiyta', {'"haatiyta" n': True})
185 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
186 | ('ahe', {'"ahe" n': True})
187 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
188 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
189 | ('.', {'"." sent': True})
190 | ('Ahung', {'"ahung" qst': True})
191 | ('kha', {'"kha" dem': True})
192 | ('ma', {'"ma" qp': True, '"ma" det def': False})
193 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False})
194 | ('hmung', {'"hmung" v': True})
195 | ('.', {'"." sent': True})
196 | ('uv', {'"uv" n': True})
197 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
198 | ('ing', {'"ing" n': True})
199 | ('lie', {'"lie" v': False, '"lie" loc post': True, ';\t"lie" v': True})
200 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
201 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
202 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
203 | ('.', {'"." sent': True})
204 | ('Zai', {'"Zai" np': True})
205 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
206 | ('Indianapolis', {'"Indianapolis" np': True})
207 | ('luo', {'"luo" v': True, '"luo" loc post': False, ';\t"luo" loc post': True})
208 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
209 | ('kha', {'"kha" dem': True})
210 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
211 | ('maw', {'"maw" v': True, '"maw" n': False, ';\t"maw" n': True})
212 | ('aa', {'"aa" n': False, '"aa" irr': True, ';\t"aa" n': True})
213 | ('.', {'"." sent': True})
214 | ('capaapaa', {'"capaapaa" n': True})
215 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
216 | ('ahe', {'"ahe" n': True})
217 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
218 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
219 | ('.', {'"." sent': True})
220 | ('caauv', {'"caauv" n': True})
221 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
222 | ('ca', {'"ca" top': False, '"ca" agr o2 sg': True, '"ca" agr o2 sg neg': False, ';\t"ca" top': True, ';\t"ca" agr o2 sg 
neg': True})
223 | ('pi', {'"pi" v': True})
224 | ('.', {'"." sent': True})
225 | ('khaapa', {'"khaapa" qst': True})
226 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
227 | ('Bawi', {'"Bawi" np': True})
228 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
229 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
230 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
231 | ('.', {'"." sent': True})
232 | ('Bienaing', {'"bienaing" n': False})
233 | ('lie', {'"lie" v': False, '"lie" loc post': False})
234 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': False})
235 | ('aw', {'"aw" v': False, '"aw" aff': False})
236 | ('pa', {'"pa" cl': False, '"pa" nmlz': False, '"pa" ben': False})
237 | ('haatiytie', {'"haatiytie" n': False})
238 | ('kha', {'"kha" dem': False})
239 | ('i', {'"i" agr p1 sg': False})
240 | ('hmung', {'"hmung" v': False})
241 | ('.', {'"." sent': False})
242 | ('khaalie', {'"khaalie" qst': True})
243 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
244 | ('Zai', {'"Zai" np': True})
245 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
246 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
247 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
248 | ('.', {'"." sent': True})
249 | ('Cawsaapaa', {'"cawsaapaa" n': True})
250 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
251 | ('saa', {'"saa" n': True})
252 | ('kha', {'"kha" dem': True})
253 | ('avuochaning', {'"avuochaning" adv': True})
254 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
255 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
256 | ('.', {'"." sent': True})
257 | ('khaaning', {'"khaaning" qst': True})
258 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
259 | ('Bawi', {'"Bawi" np': True})
260 | ('hne', {'"hne" cnjcoo': True})
261 | ('Zai', {'"Zai" np': True})
262 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
263 | ('saa', {'"saa" n': True})
264 | ('ama', {'"ama" p3 pl': False, '"ama" agr p3 pl': True, ';\t"ama" p3 pl': True})
265 | ('ce', {'"ce" v': True, '"ce" adv': False, '"ce" sup': False, ';\t"ce" adv': True, ';\t"ce" sup': True})
266 | ('.', {'"." sent': True})
267 | ('canungnung', {'"canungnung" n': True})
268 | ('ima', {'"ima" agr p1 pl': False, ';\t"ima" agr p1 pl': True})
269 | ('hmung', {'"hmung" v': True})
270 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" cl': True, ';\t"pa" ben': True})
271 | ('kha', {'"kha" dem': True})
272 | ('i', {'"i" agr p1 sg': True})
273 | ('viesaa', {'"viesaa" n': True})
274 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
275 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
276 | ('cuo', {'"cuo" v': True, '"cuo" n': False, ';\t"cuo" n': True})
277 | ('.', {'"." sent': True})
278 | ('caauv', {'"caauv" n': True})
279 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
280 | ('apacuvtuv', {'"apacuvtuv" n': True})
281 | ('i', {'"i" agr p1 sg': True})
282 | ('pi', {'"pi" v': True})
283 | ('.', {'"." sent': True})
284 | ('ahung', {'"ahung" qst': True})
285 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
286 | ('Zai', {'"Zai" np': True})
287 | ('kha', {'"kha" dem': True})
288 | ('caauv', {'"caauv" n': True})
289 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
290 | ('pi', {'"pi" v': True})
291 | ('.', {'"." sent': True})
292 | ('khaapa', {'"khaapa" qst': True})
293 | ('uv', {'"uv" n': True})
294 | ('kha', {'"kha" dem': True})
295 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
296 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
297 | ('vaw', {'"vaw" v': True, '"vaw" adj': False, ';\t"vaw" adj': True})
298 | ('.', {'"." sent': True})
299 | ('Ahung', {'"ahung" qst': True})
300 | ('kha', {'"kha" dem': True})
301 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
302 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
303 | ('hmung', {'"hmung" v': True})
304 | ('.', {'"." sent': True})
305 | ('va', {'"va" n': True, '"va" neg': False, '"va" dei and': False, ';\t"va" neg': True, ';\t"va" dei and': True})
306 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
307 | ('paruv', {'"paruv" v': True})
308 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" cl': True, ';\t"pa" ben': True})
309 | ('paa', {'"paa" n': True})
310 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
311 | ('ahung', {'"ahung" qst': True})
312 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
313 | ('.', {'"." sent': True})
314 | ('canungnung', {'"canungnung" n': True})
315 | ('ima', {'"ima" agr p1 pl': False, ';\t"ima" agr p1 pl': True})
316 | ('hmung', {'"hmung" v': True})
317 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" cl': True, ';\t"pa" ben': True})
318 | ('kha', {'"kha" dem': True})
319 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
320 | ('viesaa', {'"viesaa" n': True})
321 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
322 | ('cuo', {'"cuo" v': True, '"cuo" n': False, ';\t"cuo" n': True})
323 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
324 | ('.', {'"." sent': True})
325 | ('phungpa', {'"phungpa" n': True})
326 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
327 | ('i', {'"i" agr p1 sg': True})
328 | ('ca', {'"ca" top': False, '"ca" agr o2 sg': True, '"ca" agr o2 sg neg': False, ';\t"ca" top': True, ';\t"ca" agr o2 sg 
neg': True})
329 | ('cang', {'"cang" v': True})
330 | ('.', {'"." sent': True})
331 | ('Bienaing', {'"bienaing" n': True})
332 | ('lie', {'"lie" v': False, '"lie" loc post': True, ';\t"lie" v': True})
333 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
334 | ('aw', {'"aw" v': True, '"aw" aff': False, ';\t"aw" aff': True})
335 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" cl': True, ';\t"pa" ben': True})
336 | ('haatiytie', {'"haatiytie" n': True})
337 | ('kha', {'"kha" dem': True})
338 | ('na', {'"na" foc': False, '"na" agr p2 sg': True, '"na" agr o1 sg neg': False, ';\t"na" foc': True, ';\t"na" agr o1 sg 
neg': True})
339 | ('hmung', {'"hmung" v': True})
340 | ('yi', {'"yi" agr p3 pl': False, '"yi" agr o2 pl': False, '"yi" agr o3 pl': False, '"yi" agr o2 pl neg': False, '"yi" agr 
o3 pl neg': False, ';\t"yi" agr p3 pl': True, ';\t"yi" agr o2 pl': True, ';\t"yi" agr o3 pl': True, ';\t"yi" agr o2 pl neg': 
True, ';\t"yi" agr o3 pl neg': True})
341 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
342 | ('.', {'"." sent': True})
343 | ('ahe', {'"ahe" n': True})
344 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
345 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
346 | ('thlung', {'"thlung" adj': True})
347 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
348 | ('.', {'"." sent': True})
349 | ('buohla', {'"buohla" n': True})
350 | ('na', {'"na" foc': True, '"na" agr p2 sg': False, '"na" agr o1 sg neg': False, ';\t"na" agr p2 sg': True, ';\t"na" agr o1 
sg neg': True})
351 | ('ning', {'"ning" v': True, '"ning" n': False, ';\t"ning" n': True})
352 | ('aa', {'"aa" n': False, '"aa" irr': True, ';\t"aa" n': True})
353 | ('ma', {'"ma" qp': True, '"ma" det def': False, ';\t"ma" det def': True})
354 | ('.', {'"." sent': True})
355 | ('Zai', {'"Zai" np': True})
356 | ('ca', {'"ca" top': True, '"ca" agr o2 sg': False, '"ca" agr o2 sg neg': False, ';\t"ca" agr o2 sg': True, ';\t"ca" agr o2 
sg neg': True})
357 | ('Bawi', {'"Bawi" np': True})
358 | ('ta', {'"ta" v': False, '"ta" inst': False, '"ta" agt': True, ';\t"ta" v': True, ';\t"ta" inst': True})
359 | ('a', {'"a" p3 sg': False, '"a" agr p3 sg': True, ';\t"a" p3 sg': True})
360 | ('ning', {'"ning" v': True, '"ning" n': False, ';\t"ning" n': True})
361 | ('pa', {'"pa" cl': False, '"pa" nmlz': True, '"pa" ben': False, ';\t"pa" cl': True, ';\t"pa" ben': True})
